id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
13791652098120082571,0,14103010,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e0cf13e8,7abbbd5c,1,0,19015,300,250,2162,2,39,100217,33
14052610772667687653,0,14102210,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0d5eb8c3,8a4875bd,1,0,21882,320,50,2526,0,35,-1,221
8836034216318855254,0,14102514,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,409b2498,be6db1d7,1,0,19950,320,50,1800,3,167,100074,23
11633797766151929281,0,14103009,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,bc1f481a,f07e20f8,1,0,23950,320,50,2745,2,163,100176,255
8560222179229131351,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,65856f32,b221ab4d,a9fb0439,1,2,21767,320,50,2506,0,35,-1,157
17109617155667909353,0,14102905,1005,1,3a593b4c,da938783,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5a566ec9,0eb711ec,1,0,16208,320,50,1800,3,167,-1,23
13055559873526203247,0,14102606,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,eba8b2e0,80b1a1d2,1,0,20634,320,50,2374,3,39,-1,23
15665707446789216460,0,14102218,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,39c50df7,8b1aa260,1,0,19771,320,50,2227,0,679,100075,48
9495096895413562085,0,14102605,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7982c179,ad0177e7,1,0,17753,320,50,1993,2,1063,100084,33
11983339512330469547,0,14102607,1002,0,2c4ed2f7,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,53664f70,6298bc01,373ecbe6,0,0,6993,320,50,613,2,39,100233,32
6918784583843937092,0,14102503,1002,0,7a34d501,a7231621,50e219e0,ecad2386,7801e8d9,07d7df22,6d1380f8,21f13711,37d3900c,0,0,15708,320,50,1722,0,35,-1,79
10530210755626435265,1,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fb81ca7e,7dc3b26e,1,0,22676,320,50,2616,0,35,-1,51
1576346668442722011,0,14102207,1002,0,a1b948b8,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,dbadfc35,50685a1b,7c170de9,0,0,17894,320,50,2039,2,39,100076,32
1396077342796895235,0,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,c63dab09,a75f6693,8a4875bd,1,0,21278,320,50,2443,2,39,-1,23
6526320782006463433,0,14102417,1005,0,85f751fd,c4e18dd6,50e219e0,2e239b04,d9b5648e,cef3e649,a99f214a,d3d4c423,72a00661,1,0,20392,320,50,2340,3,41,100111,159
11538186479837103471,0,14102608,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7a136c80,684581ce,1,0,16208,320,50,1800,3,167,100077,23
1974549655452597715,0,14102214,1002,0,53cdb927,08facbad,50e219e0,ecad2386,7801e8d9,07d7df22,1c7c6ccd,86d09431,6395dac2,0,0,5299,320,50,479,3,39,100077,23
15529823522322003890,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,dac5e747,88aa06e3,6ce25010,1,2,21665,320,50,2493,3,35,-1,117
16382768252678040573,1,14102803,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,00208e52,2692a96a,1,2,22686,320,50,2620,0,295,100111,204
3397999028410923139,1,14102909,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,28dc3dfe,8a4875bd,1,0,21893,320,50,2526,0,167,100077,221
12351335110927294310,0,14102602,1005,0,bc2cab44,43f65cfa,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0a8f9f72,d787e91b,1,0,20128,320,50,2303,2,39,-1,23
10470737102056756914,1,14102315,1005,0,4d1bf758,92c9e92d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,88d4ea1c,2db63e92,1,0,20346,300,250,2331,2,39,-1,23
451009415329900498,0,14102915,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e69bd7c2,82f41bba,1,0,15699,320,50,1722,0,35,100084,79
1744185732138507834,1,14102317,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8fbbee58,7abbbd5c,1,0,22141,320,50,2550,0,547,100148,51
16132004243104321095,0,14102819,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,a99f214a,04203d3e,8f1db0bc,1,2,23143,320,50,2665,0,35,-1,221
13233617371485998301,1,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,025257d8,c6263d8a,1,0,15706,320,50,1722,0,35,-1,79
12718278943047415063,0,14102912,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,79d15607,981edffc,1,3,21191,320,50,2424,1,175,100193,71
16348440484559911743,0,14102814,1005,0,f6cba1bd,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4b95ecee,a0f5f879,1,0,22742,320,50,2637,3,35,100188,23
17961519091288410459,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,80faaddf,e1eae715,1,3,21189,320,50,2424,1,161,100189,71
18104328337676534014,0,14102914,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,065d4bd6,6332421a,1,0,15707,320,50,1722,0,35,-1,79
10469963414211650330,0,14102615,1002,0,cd750ded,5e64bd03,50e219e0,ecad2386,7801e8d9,07d7df22,b94ef176,da453c59,808e8c0c,0,0,22602,320,50,2609,3,167,-1,23
1323222100407258635,0,14102204,1005,1,44637516,27e3c518,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4e1bd438,c144e605,1,0,21731,320,50,2502,0,35,-1,221
460208630457897181,0,14102106,1005,1,ba9aee1b,9eaf88fa,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bf7e8ac1,22c9a506,1,0,17893,320,50,2039,2,39,100081,32
16629281754925061122,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,a1f6d1b8,6b9769f2,5db079b5,1,2,15708,320,50,1722,0,35,-1,79
12268716304203552348,0,14102820,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3ee3dd36,158e4944,1,0,17262,320,50,1872,3,39,-1,23
9473096630731211745,0,14102901,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5349b877,cd5b1559,1,2,23401,320,50,2682,1,419,100083,212
2018011915955076257,0,14102509,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,5f0f8808,d193b288,d4897fef,4,2,22335,320,50,2578,0,1315,-1,110
9582098354308297649,0,14102821,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,ba121653,9667adc5,b511840f,1,0,22948,320,50,2654,3,38,100050,23
12911601865169757143,1,14102505,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,12c3d700,779d90c2,1,0,17654,300,250,1994,2,39,-1,33
17511930262842118501,0,14103014,1005,1,be9c03af,5f7e263e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f37ed80e,9f8d0424,1,0,22606,320,50,2609,3,167,-1,23
3927826679141133971,0,14102506,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3da6018e,be6db1d7,1,0,20215,320,50,2316,0,167,100075,16
14718487518761870453,0,14102311,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a3d959b3,293291c1,1,0,15703,320,50,1722,0,35,100084,79
9450730266807291567,0,14102316,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,515d2f14,a0f5f879,1,0,15701,320,50,1722,0,35,100084,79
4888860936238273252,0,14102317,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5c1674b4,6569eeb3,1,0,15703,320,50,1722,0,35,-1,79
8516645118873519695,1,14102911,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d5abef91,d6e0e6ff,1,0,22813,320,50,2647,2,35,100148,23
7103535020987179105,0,14102516,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,42fc4b70,aad45b01,1,0,22324,320,50,2576,1,161,100189,71
221741200053142913,1,14102807,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,3e9119ea,c3f4d857,d1cbe61f,1,0,22952,320,50,2654,3,35,-1,23
16366026047757316994,0,14102412,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,97f65ec7,779d90c2,1,0,19771,320,50,2227,0,679,100075,48
15541982677171114336,0,14102407,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,39e92f5d,8f5c9827,1,0,19771,320,50,2227,0,679,100079,48
13373457234810275547,0,14102821,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,74457adf,d787e91b,1,0,22992,320,50,2657,3,38,-1,23
7039703334737850526,1,14102707,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,890066bb,ef726eae,1,0,15704,320,50,1722,0,35,100084,79
13763908733880889046,0,14102810,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,930ec31d,3bb1ddd7,1,0,22267,320,50,2566,3,815,100156,42
8610520165507188367,0,14102600,1005,0,1b6c8f62,0150cc3e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8e9f9a4d,fce66524,1,0,16615,320,50,1863,3,39,-1,23
13473527537545932693,0,14102911,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a63aa841,2cf7d16e,1f0bc64f,1,0,15707,320,50,1722,0,35,100083,79
6139267025272959490,0,14102712,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,22c2dcf4,496515fa,1,3,21191,320,50,2424,1,161,100193,71
3357674261016797627,0,14102713,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0739703a,36b67a2a,1,3,21189,320,50,2424,1,161,100193,71
17416135853074757377,0,14102602,1005,0,d092ebf2,7f66e0f2,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0c8f1c8c,a0f5f879,1,0,17239,320,50,1973,3,39,-1,23
12476557031058310581,0,14102819,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,012675e7,25611ada,1f0bc64f,1,0,23144,320,50,2665,0,35,-1,221
1366226069337581779,1,14102709,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ae75aa66,1f0bc64f,1,0,19016,300,250,2162,2,39,-1,33
3561267588858288736,0,14102606,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d22b3c2d,2692a96a,1,3,21189,320,50,2424,1,161,100191,71
7179025216674404981,0,14102913,1002,0,4fa4c1bc,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c2901ea9,c157fcde,0dbcc560,0,0,22700,320,50,2624,0,35,100074,221
17193004742481314382,0,14102222,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cb077e0b,5901521d,1,0,6563,320,50,572,2,39,-1,32
12710199041593149944,0,14102307,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e45d4907,cd5b1559,1,2,22105,320,50,2545,0,35,-1,221
9459547450766806674,0,14102521,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,14748c33,6835833c,cdf6ea96,1,0,17017,320,50,1873,3,39,100048,23
3143622125915359362,0,14102917,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,c3f7117b,1,0,23626,320,50,2707,3,937,100156,61
13110129829339872050,0,14102610,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,93b713cb,95a0fb49,1,0,8330,320,50,761,3,175,100081,23
5690008174133057330,0,14102106,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,112b20be,2203a096,1,0,15708,320,50,1722,0,35,100084,79
18099647172759454342,0,14102318,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c789d34f,8a4875bd,1,0,21761,320,50,2502,0,39,-1,221
8084473864220359295,1,14102214,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,57f1676e,72a00661,1,0,20277,320,50,2281,3,47,100182,42
12549592798008167140,0,14102614,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a0fcd541,ecb851b2,1,0,21678,320,50,2495,2,167,100221,23
11504260784423860877,0,14103009,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9a996c43,375c3d47,1,0,22832,320,50,2647,2,39,100148,23
268546868575709294,0,14102110,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,61319a9a,be6db1d7,1,0,20387,320,50,2338,0,35,100077,79
5025975460213257127,0,14103014,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,39bda097,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
2958635681228207231,0,14103005,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,06f90757,2203a096,1,0,23723,320,50,2716,3,47,-1,23
14493692113398322712,0,14102505,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,40888b13,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
6008956949322243330,1,14102717,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d5f77a24,00b1f3a7,1,0,17239,320,50,1973,3,39,100148,23
9793155667303666687,0,14102918,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e80b9d05,76dc4769,1,0,15699,320,50,1722,0,35,-1,79
12621291598249020067,0,14102112,1002,0,763a42b5,9e26e486,50e219e0,ecad2386,7801e8d9,07d7df22,c0973ea0,ac17e579,72dab84d,0,0,19665,320,50,2253,2,303,100057,52
10338470280357135552,0,14102813,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b86a8aae,86030d43,1,0,23438,320,50,2684,2,291,-1,52
8904086938901200266,0,14102102,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4db484cd,cdfde03b,1,0,20362,320,50,2333,0,39,-1,157
12670379056624969470,0,14102302,1010,1,85f751fd,c4e18dd6,50e219e0,1a35ee3b,7801e8d9,4ce2e9fc,6721aa32,b9241745,f07e20f8,4,0,20366,320,50,2333,0,39,-1,157
15615977222356517460,0,14103019,1005,0,6ec06dbd,d262cf1e,8fd0aea4,ecad2386,7801e8d9,07d7df22,a99f214a,a9c7c4b0,3919eb94,1,0,23999,320,50,2748,0,35,100130,79
17149209040937939614,0,14102906,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,c3f7117b,1,0,22268,320,50,2566,3,815,100156,42
11547062394152866590,0,14102709,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b1675179,b6443086,1,0,15704,320,50,1722,0,35,-1,79
4537988804611028465,1,14102510,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,8a4875bd,1,0,19595,320,50,2242,3,167,-1,23
7828938760058859031,0,14102811,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fec9a8a7,213de82a,1,0,23161,320,50,2667,0,35,-1,221
16729264191434399447,1,14102913,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,78cf230a,0eb711ec,1,0,18093,320,50,2060,3,39,100050,23
16544608450630451073,0,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,a97b17d0,aefc06bd,0f2161f8,a99f214a,95b2935e,5dee1d65,1,0,15701,320,50,1722,0,35,-1,79
613381678539119259,0,14102219,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,e06cd0e2,ecb851b2,1,0,4687,320,50,423,2,39,-1,32
12770649435089776796,1,14102717,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a451f38a,bcb0c1f6,1,0,22683,320,50,2528,0,39,-1,221
10353050200335145488,0,14102917,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,98459b4d,0bcabeaf,1,0,21189,320,50,2424,1,175,100193,71
3444525668489161277,0,14102205,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9f1a2842,8a4875bd,1,0,21760,320,50,2502,0,35,100083,221
18337590924639684323,1,14102613,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cbb340c5,cd5b1559,1,2,19016,300,250,2162,2,39,-1,33
1852227147150776357,0,14102108,1005,0,85f751fd,c4e18dd6,50e219e0,8b89048f,2347f47a,cef3e649,1e2f887d,0e8c3b82,4ea23a13,1,3,21665,320,50,2493,3,35,100185,117
6996213379434970984,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,adbc6843,b7e932e7,1,0,21191,320,50,2424,1,161,100192,71
1691203704735188247,0,14102802,1010,1,85f751fd,c4e18dd6,50e219e0,b99da644,7801e8d9,0f2161f8,eda1cf79,b97c32e0,36b67a2a,4,3,22920,320,50,2649,0,39,100202,204
3754111580958857355,0,14103013,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,557bd659,13472f46,1,0,22676,320,50,2616,0,35,100083,51
8768214108968447070,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,bf91db86,0bcabeaf,1,3,21191,320,50,2424,1,161,100190,71
5247131638837600965,0,14102101,1005,0,801dfefb,9b421927,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,830e711c,711ee120,1,0,15707,320,50,1722,0,35,100084,79
14974282552528379685,1,14102301,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e05297ae,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
7490736771009057880,1,14102808,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ac7c40de,be6db1d7,1,0,20215,320,50,2316,0,167,100075,16
9949703884654312897,1,14102201,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,abbf627a,84ebbcd4,1,0,17654,300,250,1994,2,39,100083,33
9656344128123330913,1,14102712,1005,0,801dfefb,9b421927,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,d51ddda6,0989142d,1,0,15703,320,50,1722,0,35,-1,79
9038489519556034656,0,14102500,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,285aa37d,3bb1ddd7,1,0,22246,320,50,2566,3,41,100156,42
5407450507646837406,0,14102519,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,38046eae,0b3a28f0,1,0,20633,320,50,2374,3,39,100119,23
17110530980210636529,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,396df801,2347f47a,0f2161f8,a99f214a,42a57eaa,ce762689,1,0,20143,320,50,2306,3,39,-1,23
10656425186777143382,0,14102105,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7257b02c,0eb711ec,1,0,15705,320,50,1722,0,35,-1,79
11784363055573580291,0,14102608,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2da65d9e,3bd9e8e7,1,0,15706,320,50,1722,0,35,-1,79
18439300876458713792,0,14102616,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,d276b6d0,aad45b01,1,0,20277,320,50,2281,3,47,100181,42
16835734281270353821,0,14102101,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,509a3285,6bfbb32f,1,0,20596,320,50,2161,0,35,-1,157
